data,label
"['\n\t\t SALAAM is an appealing approach as it provides automatically sense annotated data in two languages simultaneously , thereby providing a multilingual framework for solving the data acquisition problem . \n\t', '\n\t\t For instance , SALAAM has been used to bootstrap the WSD process for Arabic as illustrated in \n\t\t']",Positive
"['\n\t\t In a supervised learning setting , WSD is cast as a classification problem , where a predefined set of sense tags constitutes the classes . \n\t', '\n\t\t The ambiguous words in text are assigned one or more of these classes by a machine learning algorithm based on some extracted features . \n\t', '\n\t\t This algorithm learns parameters from explicit associations between the class and the features , or combination of features , that characterize it . \n\t', '\n\t\t Therefore , such systems are very sensitive to the training data , and those data are , generally , assumed to be as clean as possible . \n\t', '\n\t\t In this paper , we question that assumption . \n\t', '\n\t\t Can large amounts of noisily annotated data used in training be useful within such a learning paradigm for WSD ? \n\t', '\n\t\t What is the nature of the quality-quantity trade-off in addressing this problem ? \n\t', '\n\t\t 2 Related Work To our knowledge , the earliest study of bootstrapping a WSD system with noisy data is by Gale et . \n\t', '\n\t\t al. , \n\t\t']",Positive
"['\n\t\t Their investigation was limited in scale to six data items with two senses each and a bounded number of examples per test item . \n\t', '\n\t\t Two more recent investigations are by Yarowsky , \n\t\t']",Positive
"['\n\t\t Each of the studies , in turn , addresses the issue of data quantity while maintaining good quality training examples . \n\t', '\n\t\t Both investigations present algorithms for bootstrapping supervised WSD systems using clean data based on a dictionary or an ontological resource . \n\t', '\n\t\t The general idea is to start with a clean initial seed and iteratively increase the seed size to cover more data . \n\t', '\n\t\t Yarowsky starts with a few tagged instances to train a decision list approach . \n\t', '\n\t\t The initial seed is manually tagged with the correct senses based on entries in Roget\x92 s Thesaurus . \n\t', '\n\t\t The approach yields very successful results \x97 95 % \x97 on a handful of data items . \n\t', '\n\t\t Mihalcea , on the other hand , bases the bootstrapping approach on a generation algorithm , G e n C o r ( Mihalcea&Moldovan , 1999 ) . \n\t', '\n\t\t GenCor creates seeds from monosemous words in WordNet , Semcor data , sense tagged examples from the glosses of polysemous words in WordNet , and other hand tagged data if available . \n\t', '\n\t\t This initial seed set is used for querying the Web for more examples and the retrieved contexts are added to the seed corpus . \n\t', '\n\t\t The words in the contexts of the seed words retrieved are then disambiguated . \n\t', '\n\t\t The disambiguated contexts are then used for querying the Web for yet more examples , and so on . \n\t', '\n\t\t It is an iterative algorithm that incrementally generates large amounts of sense tagged data . \n\t', '\n\t\t The words found are restricted to either part of noun compounds or internal arguments of verbs . \n\t', '\n\t\t Mihalcea\x92s supervised learning system is an instance-based-learning algorithm . \n\t', '\n\t\t In the study , Mihalcea compares results yielded by the supervised learning system trained on the automatically generated data , GenCor , against the same system trained on manually annotated data . \n\t', '\n\t\t She reports successful results on six of the data items tested . \n\t', '\n\t\t 3 Empirical Layout Similar to Mihalcea\x92s approach , we compare results obtained by a supervised WSD system for English using manually sense annotated training examples against results obtained by the same WSD system trained on SALAAM sense tagged examples . \n\t', '\n\t\t The test data is the same , namely , the SENSEVAL 2 English Lexical Sample test set . \n\t', '\n\t\t The supervised WSD system chosen here is the University of Maryland System for SENSEVAL 2 Tagging ( ) \n\t\t']",Positive
"['\n\t\t 3.1 The learning approach adopted by is based on Support Vector Machines ( S VM ) . \n\t', '\n\t\t uses SVM- by Joachims \n\t\t']",Positive
"['\n\t\t All the positive examples for a sense are considered the nega- tive examples of , where .\n\t\t']",Positive
"['\n\t\t The features used for are mainly con- textual features with weight values associated with each feature . \n\t', '\n\t\t The features are space delimited units , 1http://www.ai.cs.uni.dortmund.de/svmlight . \n\t', '\n\t\t tokens , extracted from the immediate context of the target word . \n\t', '\n\t\t Three types of features are extracted : Wide Context Features : All the tokens in the paragraph where the target word occurs . \n\t', '\n\t\t Narrow Context features : The tokens that collocate in the surrounding context , to the left and right , with the target word within a fixed window size of . \n\t', '\n\t\t Grammatical Features : Syntactic tuples such as verb-obj , subj-verb , etc. extracted from the context of the target word using a dependency parser , M IN I PAR \n\t\t']",Positive
"['\n\t\t Each feature extracted is associated with a weight value . \n\t', '\n\t\t The weight calculation is a variant on the Inverse Document Frequency ( IDF ) measure in Information Retrieval . \n\t', '\n\t\t The weighting , in this case , is an Inverse Category Frequency ( ICF ) measure where each token is weighted by the inverse of its frequency of occurrence in the specified context of the target word . \n\t', '\n\t\t 3.1.1 Manually Annotated Training Data The manually-annotated training data is the SENSEVAL2 Lexical Sample training data for the English task , ( SV2LS Train).2 This training data corpus comprises 44856 lines and 917740 tokens . \n\t', '\n\t\t There is a close affinity between the test data and the manually annotated training data . \n\t', '\n\t\t The Pearson correlation between the sense distributions for the test data and the manually annotated training data , per test item , ranges between .3 3.2 SALAAM SALAAM exploits parallel corpora for sense annotation . \n\t', '\n\t\t The key intuition behind SALAAM is that when words in one language , L1 , are translated into the same word in a second language , L2 , then those L 1 words are semantically similar . \n\t', '\n\t\t For example , when the English \x97 L 1\x97 words bank , brokerage , mortgage-lender translate into the French \x97 L2 \x97 word banque in a parallel corpus , where bank is polysemous , SALAAM discovers that the intended sense for bank is the financial institution sense , not the geological formation sense , based on the fact that it is grouped with brokerage and mortgage-lender . \n\t', '\n\t\t SALAAM\x92s algorithm is as follows : SALAAM expects a word aligned parallel corpus as input ; 2 http://www.senseval.org 3 The correlation is measured between two frequency distributions . \n\t', '\n\t\t Throughout this paper , we opt for using the parametric Pearson correlation rather than KL distance in order to test statistical significance . \n\t', '\n\t\t L 1 words that translate into the same L2 word are grouped into clusters ; SALAAM identifies the appropriate senses for the words in those clusters based on the words senses\x92 proximity in WordNet . \n\t', '\n\t\t The word sense proximity is measured in information theoretic terms based on an algorithm by Resnik \n\t\t']",Positive
"['\n\t\t Simultaneously , SALAAM projects the propagated sense tags for L1 words onto their L2 corresponding translations . \n\t', '\n\t\t 3.2.1 Automatically Generated SALAAM Training Data Three sets of SALAAM tagged training corpora are created : SV2LS TR : English SENSEVAL2 Lexical Sample trial and training corpora with no manual annotations . \n\t', '\n\t\t It comprises 61879 lines and 1084064 tokens . \n\t', '\n\t\t MT : The English Brown Corpus , SENSEVAL1 ( trial , training and test corpora ) , Wall Street Journal corpus , and SENSEVAL 2 All Words corpus . \n\t', '\n\t\t All of which comprise 151762 lines and 37945517 tokens . \n\t', '\n\t\t HT : UN English corpus which comprises 71672 lines of 1734001 tokens The SALAAM-tagged corpora are rendered in a format similar to that of the manually annotated training data . \n\t', '\n\t\t The automatic sense tagging for MT and SV2LS TR training data is based on using SALAAM with machine translated parallel corpora . \n\t', '\n\t\t The HT training corpus is automatically sense tagged based on using SALAAM with the English- Spanish UN naturally occurring parallel corpus . \n\t', '\n\t\t 3.3 Experimental Conditions Experimental conditions are created based on three of SALAAM\x92s tagging factors , Corpus , Language and Threshold : Corpus : There are 4 different combinations for the training corpora : MT+SV2LS TR ; MT+HT+SV2LS TR ; HT+SV2LS TR ; or SV2LS TR alone . \n\t', '\n\t\t Language : The context language of the parallel corpus used by SALAAM to obtain the sense tags for the English training corpus . \n\t', '\n\t\t There are three options : French ( FR ) , Spanish ( SP ) , or , Merged languages ( ML ) , where the results are obtained by merging the English output of FR and SP . \n\t', '\n\t\t Threshold : Sense selection criterion , in SALAAM , is set to either MAX ( M ) or THRESH ( T ) . \n\t', '\n\t\t These factors result in 39 conditions.4 3.4 Test Data The test data are the 29 noun test items for the SENSEVAL 2 English Lexical Sample task , ( SV2LSTest ) . \n\t', '\n\t\t The data is tagged with the WordNet 1.7pre \n\t\t']",Positive
"['\n\t\t The average perplexity for the test items is 3.47 ( see Section 5.3 ) , the average number of senses is 7.93 , and the total number of contexts for all senses of all test items is 1773 . \n\t', '\n\t\t 4 Evaluation In this evaluation , is the system trained with SALAAM-tagged data and is the system trained with manually annotated data . \n\t', '\n\t\t Since we don\x92t expect to outperform human tagging , the results yielded by , are the upper bound for the purposes of this study . \n\t', '\n\t\t It is important to note that is always trained with SV2LS TR as part of the training set in order to guarantee genre congruence between the training and test sets.The scores are calculated using scorer2.5 The average precision score over all the items for is 65.3 % at 100 % Coverage . \n\t', '\n\t\t 4.1 Metrics We report the results using two metrics , the harmonic mean of precision and recall , ( ) score , and the Performance Ratio ( PR ) , which we define as the ratio between two precision scores on the same test data where precision is rendered using scorer2 . \n\t', '\n\t\t PR is measured as follows : ( 1 ) 4Originally , there are 48 conditions , 9 of which are excluded due to extreme sparseness in training contexts . \n\t', '\n\t\t 5From http://www.senseval.org , all scorer2 results are reported in fine-grain mode . \n\t', '\n\t\t 4.2 Results Table 1 shows the scores for the upper bound .is the condition in that yields the highest overall score over all noun items . \n\t', '\n\t\t the max- imum score achievable , if we know which condition yields the best performance per test item , therefore it is an oracle condition.6 Since our approach is unsupervised , we also report the results of other unsupervised systems on this test set . \n\t', '\n\t\t Accordingly , the last seven row entries in Table 1 present state-of-the-art SENSEVAL2 unsupervised systems performance on this test set.7 System 65.3 36.02 45.1 ITRI 45 UNED-LS-U 40.1 CLRes 29.3 IIT2 ( R ) 24.4 IIT1 ( R ) 23.9 I I T 2 23.2 IIT1 22 Table 1 : scores on SV2LS Test for , , , and state-of-the-art unsupervised systems participating in the SENSEVAL2 English Lexical Sample task . \n\t', '\n\t\t . \n\t', '\n\t\t is the third in the unsupervised methods . \n\t', '\n\t\t It is worth noting that the average score across the 39 conditions is , and the lowest is . \n\t', '\n\t\t The five best conditions for , that yield the highest average across all test items , use the HT corpus in the training data , four of which are the result of merged languages in SALAAM indicating that evidence from different languages simultaneously is desirable . \n\t', '\n\t\t is the maximum potential among all unsupervised approaches if the best of all the conditions are combined . \n\t', '\n\t\t One of our goals is to automatically determine which condition or set of conditions yield the best results for each test item . \n\t', '\n\t\t Of central interest in this paper is the performance ratio ( PR ) for the individual nouns . \n\t', '\n\t\t Table 6The different conditions are considered independent taggers and there is no interaction across target nouns 7http://www.senseval . \n\t', '\n\t\t org 2 illustrates the PR of the different nouns yielded by and sorted in de- scending order by PR scores . \n\t', '\n\t\t A PR indicates an equivalent performance between and . \n\t', '\n\t\t The highest PR values are highlighted in bold . \n\t', '\n\t\t Nouns #Ss UMH % UMSb UMSm detention 4 65.6 1.00 1.05 chair 7 83.3 1.02 1.02 bum 4 85 0.14 1.00 dyke 2 89.3 1.00 1.00 fatigue 6 80.5 1.00 1.00 hearth 3 75 1.00 1.00 spade 6 75 1.00 1.00 stress 6 50 0.05 1.00 yew 3 78.6 1.00 1.00 art 17 47.9 0.98 0.98 child 7 58.7 0.93 0.97 material 16 55.9 0.81 0.92 church 6 73.4 0.75 0.77 mouth 10 55.9 0 0.73 authority 9 62 0.60 0.70 post 12 57.6 0.66 0.66 nation 4 78.4 0.34 0.59 feeling 5 56.9 0.33 0.59 restraint 8 60 0.2 0.56 channel 7 62 0.52 0.52 facility 5 54.4 0.32 0.51 circuit 13 62.7 0.44 0.44 nature 7 45.7 0.43 0.43 bar 19 60.9 0.20 0.30 grip 6 58.8 0.27 0.27 sense 8 39.6 0.24 0.24 lady 8 72.7 0.09 0.16 day 16 62.5 0.06 0.08 holiday 6 86.7 0.08 0.08 Table 2 : The number of senses per item , in column #Ss , precision performance per item as indicated in column UMH , PR scores for in column UMSb and in column UMSm on SV2LS Test , 31 % of the test items , ( 9 nouns yield PR scores ) , do as well as . \n\t', '\n\t\t This is an improve- ment of 11 % absolute over state-of-the-art bootstrapping WSD algorithm yielded by Mihalcea \n\t\t']",Negative
"['\n\t\t Mihalcea reports high PR scores for six test items only : art , chair , channel , church , detention , nation . \n\t', '\n\t\t It is worth highlighting that her bootstrapping approach is partially supervised since All of the unsupervised methods including and are significantly below the supervised method , yields PR scores for the top 12 test items listed in Table 2 . \n\t', '\n\t\t Our algorithm does as well as supervised algorithm , , on 41.6 % of this test set . \n\t', '\n\t\t In it depends mainly on hand labelled data as a seed for the training data . \n\t', '\n\t\t Interestingly , two nouns , detention and chair , yield better performance than , as in- dicated by the PRs and , respectively . \n\t', '\n\t\t This is attributed to the fact that SALAAM produces a lot more correctly annotated training data for these two words than that provided in the manually annotated training data for . \n\t', '\n\t\t Some nouns yield very poor PR values mainly due to the lack of training contexts , which is the case for mouth in , for example . \n\t', '\n\t\t Or lack of coverage of all the senses in the test data such as for bar and day , or simply errors in the annotation of the SALAAM-tagged training data . \n\t', '\n\t\t If we were to include only nouns that achieve ac- ceptable PR scores of \x97 the first 16 nouns in Table 2 for \x97 the overall potential precision of is significantly increased to 63.8 % and the overall precision of is increased to 68.4%.8 These results support the idea that we could replace hand tagging with SALAAM\x92s unsupervised tagging if we did so for those items that yield an acceptable PR score . \n\t', '\n\t\t But the question remains : How do we predict which training/test items will yield acceptable PR scores ? \n\t', '\n\t\t 5 Factors Affecting Performance Ratio In an attempt to address this question , we analyze several different factors for their impact on the performance of quanitified as PR . \n\t', '\n\t\t In order to effectively alleviate the sense annotation acquisition bottleneck , it is crucial to predict which items would be reliably annotated automatically using . \n\t', '\n\t\t Accordingly , in the rest of this paper , we explore 7 different factors by examining the yielded PR values in 5.1 Number of Senses The test items that possess many senses , such as art ( 17 senses ) , material ( 16 senses ) , mouth ( 10 senses ) and post ( 12 senses ) , exhibit PRs of 0.98 , 0.92 , 0.73 and 0.66 , respectively . \n\t', '\n\t\t Overall , the correlation between number of senses per noun and its PR score is an insignificant $ A PR of is considered acceptable since achieves an overall score of in the WSD task . \n\t', '\n\t\t ber of training examples available to for each noun in the training data . \n\t', '\n\t\t The correlation between the number of training examples and PR is insignificant at , . \n\t', '\n\t\t More interestingly , however , spade , with only 5 training examples , yields a PR score of . \n\t', '\n\t\t This contrasts with nation , which has more than 4200 training examples , but yields a low PR score of . \n\t', '\n\t\t Accordingly , the number of training examples alone does not seem to have a direct impact on PR . \n\t', '\n\t\t 5.3 Sense Perplexity This factor is a characteristic of the training data . \n\t', '\n\t\t Perplexity is . \n\t', '\n\t\t Entropy is measured as follows : ( 2 ) where is a sense for a polysemous noun and is the set of all its senses . \n\t', '\n\t\t Entropy is a measure of confusability in the senses\x92 contexts distributions ; when the distribution is relatively uniform , entropy is high . \n\t', '\n\t\t A skew in the senses\x92 contexts distributions indicates low entropy , and accordingly , low perplexity . \n\t', '\n\t\t The lowest possible perplexity is , corresponding to entropy . \n\t', '\n\t\t A low sense perplexity is desirable since it facilitates the discrimination of senses by the learner , therefore leading to better classification . \n\t', '\n\t\t In the SALAAM- tagged training data , for example , bar has the highest perplexity value of over its 19 senses , while day , with 16 senses , has a much lower perplexity of . \n\t', '\n\t\t Surprisingly , we observe nouns with high perplexity such as bum ( sense perplexity value of ) achieving PR scores of . \n\t', '\n\t\t While nouns with relatively low perplexity values such as grip ( sense perplexity of ) yields a low PR score of . \n\t', '\n\t\t Moreover , nouns with the same perplexity and similar number of senses yield very different PR scores . \n\t', '\n\t\t For example , examining holiday and child , both have the same perplexity of and the number of senses is close , with 6 and 7 senses , respectively , however , the PR scores are very different ; holiday yields a PR of , and child achieves a PR of . \n\t', '\n\t\t Furthermore , nature and art have the same perplexity of ; art has 17 senses while nature has 7 senses only , nonetheless , art yields a much higher PR score of ( ) compared to a PR of for nature . \n\t', '\n\t\t These observations are further solidified by the insignificant correlation of , between sense perplexity and PR . \n\t', '\n\t\t At first blush , one is inclined to hypothesize that ,. , . \n\t', '\n\t\t Though it is a weak negative correlation , it does suggest that when the number of senses increases , PR tends to decrease . \n\t', '\n\t\t 5.2 Number of Training Examples This is a characteristic of the training data . \n\t', '\n\t\t We examine the correlation between the PR and the num- the combination of low perplexity associated with a large number of senses \x97 as an indication of high skew in the distribution \x97 is a good indicator of high PR , but reviewing the data , this hypothesis is dispelled by day which has 16 senses and a sense perplexity of , yet yields a low PR score of . \n\t', '\n\t\t 5.4 Semantic Translation Entropy Semantic translation entropy ( STE ) \n\t\t']",Positive
